source,ID,country,month,year,lat,lon
GBIF,12144,E_AUS,11,2001,-35.224971,149.135223
GBIF,12146,E_AUS,11,2001,-37.0677,141.8155
GBIF,12148,E_AUS,11,2001,-37.063,141.828
GBIF,12150,E_AUS,11,2001,-36.4569,141.6491
GBIF,12152,E_AUS,11,2001,-37.163,144.108
GBIF,12154,E_AUS,11,2001,-37.6919,145.1016
GBIF,12156,E_AUS,11,2001,-37.668,144.885
GBIF,12158,E_AUS,11,2001,-37.6597,144.8838
GBIF,12160,E_AUS,11,2001,-37.6572,145.0775
GBIF,12162,E_AUS,11,2001,-38.5269,145.4502
GBIF,12164,E_AUS,11,2001,-37.613,144.99
GBIF,12167,E_AUS,11,2001,-37.6272,144.9894
GBIF,12169,E_AUS,11,2001,-38.1816,146.3013
GBIF,12171,E_AUS,11,2001,-37.7,148.6
GBIF,12173,E_AUS,11,2001,-37.7519,148.2161
GBIF,12175,E_AUS,11,2001,-37.6743,144.0124
GBIF,12177,E_AUS,11,2001,-37.148,144.394
GBIF,12179,E_AUS,11,2001,-38.67,145.61
GBIF,12181,E_AUS,11,2001,-38.6722,145.6069
GBIF,12184,E_AUS,11,2001,-38.671,145.608
GBIF,12186,E_AUS,11,2001,-38.673,145.608
GBIF,12188,E_AUS,11,2001,-38.6716,145.6075
GBIF,12190,E_AUS,11,2001,-37.6086,144.9919
GBIF,12192,E_AUS,11,2001,-37.9191,147.3816
GBIF,12194,E_AUS,11,2001,-37.9147,147.3827
GBIF,12197,W_AUS,11,2001,-32.065,116.018889
GBIF,12199,E_AUS,11,2001,-34.803056,138.606111
GBIF,12204,E_AUS,12,2001,-34.732023,145.227189
GBIF,12206,E_AUS,12,2001,-34.936811,149.69224
GBIF,12208,E_AUS,12,2001,-30.57276,150.95412
GBIF,12210,E_AUS,12,2001,-34.768199,145.351973
GBIF,12214,E_AUS,12,2001,-35.367183,138.573223
GBIF,12216,E_AUS,12,2001,-35.372375,138.573219
GBIF,12218,E_AUS,12,2001,-35.373695,138.573218
GBIF,12220,E_AUS,12,2001,-35.367183,138.573002
GBIF,12222,E_AUS,12,2001,-35.37151,138.572999
GBIF,12224,E_AUS,12,2001,-35.373176,138.572998
GBIF,12226,E_AUS,12,2001,-35.374842,138.572997
GBIF,12228,E_AUS,12,2001,-35.329834,138.51054
GBIF,12230,E_AUS,12,2001,-35.328894,138.512968
GBIF,12232,E_AUS,12,2001,-35.330229,138.509258
GBIF,12234,E_AUS,12,2001,-37.7305,145.1972
GBIF,12236,E_AUS,12,2001,-37.712,145.113
GBIF,12238,E_AUS,12,2001,-37.6372,145.0802
GBIF,12240,E_AUS,12,2001,-37.6308,145.0011
GBIF,12242,E_AUS,12,2001,-38.182,146.318
GBIF,12244,E_AUS,12,2001,-28.609267,148.424767
GBIF,12246,E_AUS,12,2001,-28.609473,148.424541
GBIF,12143,S_AFR,11,2001,-33.954722,23.483889
GBIF,10474,E_AUS,1,2002,-37.8566,143.6797
GBIF,10476,E_AUS,1,2002,-37.7666,144.8033
GBIF,10478,E_AUS,1,2002,-37.15488,140.93035
GBIF,10480,E_AUS,2,2002,-35.407513,148.123502
GBIF,10482,E_AUS,2,2002,-36.3861,145.3847
GBIF,10484,E_AUS,3,2002,-33.331023,147.314454
GBIF,10488,E_AUS,3,2002,-38.0875,145.3594
GBIF,10490,E_AUS,3,2002,-34.745672,149.762354
GBIF,10494,E_AUS,4,2002,-35.054177,147.370911
GBIF,10496,E_AUS,4,2002,-35.17633,147.394627
GBIF,10498,E_AUS,4,2002,-35.175648,147.440847
GBIF,10500,E_AUS,4,2002,-35.174081,147.430252
GBIF,10502,E_AUS,4,2002,-35.079909,149.372774
GBIF,10504,E_AUS,4,2002,-35.328601,149.095891
GBIF,10509,E_AUS,4,2002,-39.949998,148.350006
GBIF,10518,E_AUS,5,2002,-35.804865,145.548492
GBIF,10520,E_AUS,5,2002,-32.471297,147.469557
GBIF,10522,E_AUS,5,2002,-32.543439,147.565677
GBIF,10525,E_AUS,5,2002,-32.486967,147.125979
GBIF,10527,E_AUS,5,2002,-32.92144,147.461897
GBIF,10530,E_AUS,5,2002,-32.888817,147.989748
GBIF,10533,E_AUS,5,2002,-32.593776,147.37203
GBIF,10536,E_AUS,5,2002,-32.951755,147.978692
GBIF,10539,E_AUS,5,2002,-32.641264,147.611027
GBIF,10541,E_AUS,5,2002,-32.642333,147.633947
GBIF,10545,E_AUS,5,2002,-32.803182,147.846843
GBIF,10547,E_AUS,5,2002,-35.302506,147.630621
GBIF,10549,E_AUS,5,2002,-35.302533,147.630621
GBIF,10551,E_AUS,5,2002,-37.6805,145.1188
GBIF,10555,E_AUS,5,2002,-35.08935,139.53001
GBIF,10557,E_AUS,6,2002,-34.541996,146.633959
GBIF,10559,E_AUS,6,2002,-34.193169,148.53545
GBIF,10561,E_AUS,6,2002,-38.0844,145.2647
GBIF,10563,E_AUS,6,2002,-37.6525,145.0822
GBIF,10565,E_AUS,6,2002,-37.9208,144.9877
GBIF,10567,E_AUS,6,2002,-37.9216,144.9877
GBIF,10569,E_AUS,6,2002,-37.9425,145.0002
GBIF,10571,E_AUS,6,2002,-37.9433,144.9994
GBIF,10573,E_AUS,6,2002,-37.9438,144.9986
GBIF,10575,E_AUS,6,2002,-37.9444,144.9994
GBIF,10577,E_AUS,6,2002,-37.9452,144.9983
GBIF,10579,E_AUS,6,2002,-37.9463,144.9972
GBIF,10581,E_AUS,6,2002,-37.9466,144.9966
GBIF,10583,E_AUS,6,2002,-37.9469,145.0005
GBIF,10585,E_AUS,6,2002,-37.947,144.998
GBIF,10588,E_AUS,6,2002,-37.9486,145.0002
GBIF,10590,E_AUS,6,2002,-37.9544,145.0058
GBIF,10592,E_AUS,6,2002,-37.9555,145.0061
GBIF,10594,E_AUS,6,2002,-37.9591,145.0094
GBIF,10596,E_AUS,6,2002,-37.9652,145.0113
GBIF,10598,E_AUS,6,2002,-37.9697,145.0113
GBIF,10600,E_AUS,6,2002,-37.9702,145.0116
GBIF,10602,E_AUS,6,2002,-37.9711,145.0122
GBIF,10604,E_AUS,6,2002,-37.9891,145.0461
GBIF,10606,E_AUS,6,2002,-37.9883,145.0477
GBIF,10608,E_AUS,6,2002,-37.9875,145.0491
GBIF,10610,E_AUS,6,2002,-37.9547,145.0272
GBIF,10612,E_AUS,6,2002,-37.9547,145.0283
GBIF,10615,E_AUS,6,2002,-37.955,145.027
GBIF,10618,E_AUS,6,2002,-37.962,145.028
GBIF,10620,E_AUS,6,2002,-37.966,145.053
GBIF,10622,E_AUS,6,2002,-37.9802,145.0327
GBIF,10624,E_AUS,6,2002,-37.9805,145.0322
GBIF,10626,E_AUS,6,2002,-37.9808,145.0327
GBIF,10628,E_AUS,6,2002,-37.9819,145.0247
GBIF,10630,E_AUS,6,2002,-37.982,145.028
GBIF,10632,E_AUS,6,2002,-37.9825,145.0266
GBIF,10634,E_AUS,6,2002,-37.9827,145.0277
GBIF,10636,E_AUS,7,2002,-34.800895,147.061362
GBIF,10638,E_AUS,7,2002,-34.7801,138.87875
GBIF,10640,E_AUS,7,2002,-34.77596,138.68887
GBIF,10642,E_AUS,7,2002,-34.78152,138.69526
GBIF,10644,E_AUS,7,2002,-35.246304,149.450358
GBIF,10646,E_AUS,7,2002,-35.019129,149.284666
GBIF,10648,E_AUS,7,2002,-37.3822,143.1169
GBIF,10650,E_AUS,7,2002,-38.4627,145.2219
GBIF,10652,E_AUS,7,2002,-38.2619,144.6011
GBIF,10655,E_AUS,8,2002,-33.823711,146.050282
GBIF,10657,E_AUS,8,2002,-37.4363,141.9513
GBIF,10659,E_AUS,8,2002,-36.11,147.08
GBIF,10661,E_AUS,8,2002,-36.0475,142.8597
GBIF,10663,W_AUS,8,2002,-32.230785,115.687348
GBIF,10665,E_AUS,9,2002,-37.737044,140.500854
GBIF,10667,E_AUS,9,2002,-34.222572,138.879056
GBIF,10669,E_AUS,9,2002,-34.314721,138.792297
GBIF,10683,E_AUS,9,2002,-35.05941,139.08962
GBIF,10685,E_AUS,9,2002,-35.01707,139.11472
GBIF,10687,E_AUS,9,2002,-35.02972,139.12824
GBIF,10689,E_AUS,9,2002,-34.212065,147.994774
GBIF,10691,E_AUS,9,2002,-35.029643,149.272497
GBIF,10693,E_AUS,9,2002,-34.787405,149.094264
GBIF,10695,E_AUS,9,2002,-37.9872,145.0863
GBIF,10697,E_AUS,9,2002,-37.5727,144.7688
GBIF,10699,E_AUS,9,2002,-37.9661,145.0338
GBIF,10701,E_AUS,9,2002,-37.9647,145.0311
GBIF,10703,E_AUS,9,2002,-37.7472,144.1097
GBIF,10705,E_AUS,9,2002,-35.9891,144.2016
GBIF,10707,W_AUS,9,2002,-33.768366,115.418213
GBIF,10709,W_AUS,9,2002,-30.81319,117.796237
GBIF,10711,E_AUS,10,2002,-33.809248,151.296809
GBIF,10713,E_AUS,10,2002,-33.078036,138.85401
GBIF,10715,E_AUS,10,2002,-32.723195,138.940538
GBIF,10751,E_AUS,10,2002,-34.17928,140.00148
GBIF,10753,E_AUS,10,2002,-34.3913,140.47471
GBIF,10755,E_AUS,10,2002,-34.93341,139.15872
GBIF,10757,E_AUS,10,2002,-34.209281,147.843979
GBIF,10759,E_AUS,10,2002,-34.22783,147.871318
GBIF,10761,E_AUS,10,2002,-34.306569,147.916762
GBIF,10763,E_AUS,10,2002,-34.120876,148.115182
GBIF,10765,E_AUS,10,2002,-34.176441,148.616877
GBIF,10767,E_AUS,10,2002,-34.214637,148.371325
GBIF,10770,E_AUS,10,2002,-35.375554,147.343411
GBIF,10772,E_AUS,10,2002,-34.287758,147.920241
GBIF,10774,E_AUS,10,2002,-34.239394,148.474269
GBIF,10776,E_AUS,10,2002,-34.300847,148.248005
GBIF,10778,E_AUS,10,2002,-34.495224,147.988442
GBIF,10780,E_AUS,10,2002,-38.6363,143.8858
GBIF,10782,E_AUS,10,2002,-37.875,145.243
GBIF,10784,E_AUS,10,2002,-38.1297,145.3291
GBIF,10786,E_AUS,10,2002,-36.2775,142.6316
GBIF,10788,E_AUS,10,2002,-37.8692,144.1305
GBIF,10790,E_AUS,10,2002,-43.186077,147.386035
GBIF,10792,W_AUS,10,2002,-32.033833,122.801453
GBIF,10794,W_AUS,10,2002,-34.643332,115.996356
GBIF,10796,E_AUS,10,2002,-34.179167,140.001389
GBIF,10798,E_AUS,11,2002,-34.78162,138.96944
GBIF,10800,E_AUS,11,2002,-35.41636,139.31156
GBIF,10802,E_AUS,11,2002,-34.825037,147.717142
GBIF,10804,E_AUS,11,2002,-35.974244,146.903646
GBIF,10806,E_AUS,11,2002,-34.821225,149.285853
GBIF,10808,E_AUS,11,2002,-37.7138,144.2355
GBIF,10810,E_AUS,11,2002,-37.73,144.3
GBIF,10812,E_AUS,11,2002,-37.658,144.301
GBIF,10814,E_AUS,11,2002,-38.0769,145.5436
GBIF,10816,E_AUS,11,2002,-37.7096,143.8281
GBIF,10818,E_AUS,11,2002,-38.0237,144.0426
GBIF,10820,E_AUS,11,2002,-28.662686,151.938471
GBIF,10823,W_AUS,11,2002,-34.288056,116.065
GBIF,10825,W_AUS,11,2002,-34.2881,116.065
GBIF,10828,E_AUS,12,2002,-33.108452,147.828625
GBIF,10830,E_AUS,12,2002,-38.2047,146.5866
GBIF,10832,E_AUS,12,2002,-38.248,146.311
GBIF,10834,E_AUS,12,2002,-38.2483,146.3144
GBIF,10836,E_AUS,12,2002,-37.2483,143.0397
GBIF,10838,E_AUS,12,2002,-37.2461,143.0458
GBIF,10840,E_AUS,12,2002,-37.2505,143.0486
GBIF,10842,E_AUS,12,2002,-37.2538,143.0327
GBIF,10844,E_AUS,12,2002,-37.2391,143.0236
GBIF,10846,E_AUS,12,2002,-37.26,143.08
GBIF,10848,E_AUS,12,2002,-37.2441,143.0894
GBIF,10850,E_AUS,12,2002,-37.2622,143.0458
GBIF,10852,E_AUS,12,2002,-37.243,143.071
GBIF,10854,E_AUS,12,2002,-37.2377,143.0969
GBIF,10856,E_AUS,12,2002,-37.2436,143.0952
GBIF,10858,E_AUS,12,2002,-37.264,142.973
GBIF,10860,E_AUS,12,2002,-37.235,143.086
GBIF,10862,E_AUS,12,2002,-37.3188,143.0575
GBIF,10864,E_AUS,12,2002,-37.3127,143.0472
GBIF,10866,E_AUS,12,2002,-37.315,143.064
GBIF,10868,E_AUS,12,2002,-37.26,142.98
GBIF,10870,E_AUS,12,2002,-37.3933,143.0688
GBIF,8919,E_AUS,1,2003,-33.91711,150.843108
GBIF,8921,E_AUS,1,2003,-33.92373,150.837587
GBIF,8923,E_AUS,1,2003,-34.67787,138.81151
GBIF,8925,E_AUS,1,2003,-37.04,145.55
GBIF,8927,E_AUS,1,2003,-37.02,145.52
GBIF,8930,E_AUS,3,2003,-34.169211,146.269564
GBIF,8935,E_AUS,3,2003,-37.4672,144.6527
GBIF,8937,E_AUS,3,2003,-38.0747,145.2172
GBIF,8939,E_AUS,3,2003,-37.5905,145.0927
GBIF,8941,E_AUS,3,2003,-29.691354,152.090814
GBIF,8943,E_AUS,4,2003,-34.708561,146.704796
GBIF,8945,E_AUS,4,2003,-35.649875,144.226073
GBIF,8948,E_AUS,4,2003,-30.808478,150.758146
GBIF,8950,E_AUS,4,2003,-36.749003,149.672997
GBIF,8952,E_AUS,4,2003,-36.6113,141.2808
GBIF,8954,E_AUS,4,2003,-37.9169,145.3461
GBIF,8956,E_AUS,4,2003,-37.1,143.6
GBIF,8958,E_AUS,4,2003,-35.084258,149.654027
GBIF,8960,E_AUS,4,2003,-35.16477,149.56797
GBIF,8962,E_AUS,4,2003,-34.439352,149.727256
GBIF,8965,E_AUS,4,2003,-35.099644,149.699758
GBIF,8969,E_AUS,5,2003,-34.475833,146.536242
GBIF,8971,E_AUS,5,2003,-35.102916,144.479734
GBIF,8973,E_AUS,5,2003,-35.156533,144.294324
GBIF,8975,E_AUS,5,2003,-35.206256,144.049965
GBIF,8977,E_AUS,5,2003,-35.210544,144.026319
GBIF,8979,E_AUS,5,2003,-35.299825,144.479873
GBIF,8981,E_AUS,5,2003,-35.333078,144.036714
GBIF,8983,E_AUS,5,2003,-35.282065,144.378894
GBIF,8985,E_AUS,5,2003,-35.3933,144.044351
GBIF,8987,E_AUS,5,2003,-36.911734,149.201797
GBIF,8989,E_AUS,5,2003,-37.07002,148.937624
GBIF,8991,E_AUS,5,2003,-36.884928,149.253837
GBIF,8993,E_AUS,5,2003,-38.0216,145.4777
GBIF,8995,E_AUS,5,2003,-38.0261,145.4825
GBIF,8997,E_AUS,5,2003,-38.0733,145.3186
GBIF,8999,E_AUS,5,2003,-37.6125,144.9775
GBIF,9001,E_AUS,5,2003,-38.2688,145.5725
GBIF,9003,E_AUS,5,2003,-36.3832,144.2688
GBIF,9005,E_AUS,5,2003,-36.285,144.379
GBIF,9007,E_AUS,5,2003,-36.2634,144.3576
GBIF,9009,E_AUS,5,2003,-37.755,143.957
GBIF,9011,E_AUS,5,2003,-38.1339,143.3596
GBIF,9013,E_AUS,5,2003,-38.1686,143.5327
GBIF,9015,E_AUS,5,2003,-34.378973,149.73008
GBIF,9017,E_AUS,5,2003,-34.272542,149.523847
GBIF,9021,E_AUS,6,2003,-33.902767,150.942845
GBIF,9023,E_AUS,6,2003,-34.007031,150.854911
GBIF,9025,E_AUS,6,2003,-35.515874,144.015101
GBIF,9027,E_AUS,6,2003,-35.604922,144.392006
GBIF,9029,E_AUS,6,2003,-35.518424,144.487729
GBIF,9031,E_AUS,6,2003,-35.697569,144.360913
GBIF,9033,E_AUS,6,2003,-35.699066,144.469153
GBIF,9035,E_AUS,6,2003,-35.648122,144.499375
GBIF,9037,E_AUS,6,2003,-35.54914,144.458799
GBIF,9039,E_AUS,6,2003,-35.547673,144.458052
GBIF,9041,E_AUS,6,2003,-35.645396,144.437069
GBIF,9043,E_AUS,6,2003,-35.553327,144.197641
GBIF,9045,E_AUS,6,2003,-35.238245,144.484857
GBIF,9047,E_AUS,6,2003,-35.48201,144.215317
GBIF,9049,E_AUS,6,2003,-35.462919,144.164219
GBIF,9052,E_AUS,6,2003,-34.62938,138.77739
GBIF,9054,E_AUS,6,2003,-34.64029,138.8168
GBIF,9056,E_AUS,6,2003,-35.255191,149.485715
GBIF,9058,E_AUS,6,2003,-35.6191,144.0291
GBIF,9060,E_AUS,6,2003,-36.8052,144.2594
GBIF,9062,E_AUS,6,2003,-38.6525,145.5736
GBIF,9064,E_AUS,6,2003,-38.5022,145.2477
GBIF,9066,E_AUS,6,2003,-37.9022,147.4461
GBIF,9068,E_AUS,6,2003,-37.6339,143.6952
GBIF,9070,E_AUS,6,2003,-37.6735,143.8487
GBIF,9072,E_AUS,6,2003,-37.744,143.957
GBIF,9074,E_AUS,6,2003,-37.7524,143.9339
GBIF,9076,E_AUS,6,2003,-38.1,145.5
GBIF,9078,E_AUS,6,2003,-38.0777,145.4977
GBIF,9080,E_AUS,6,2003,-34.889244,149.61298
GBIF,9082,E_AUS,6,2003,-34.823638,149.519376
GBIF,9084,E_AUS,6,2003,-34.879921,149.76776
GBIF,9086,E_AUS,6,2003,-34.814679,149.596894
GBIF,9088,E_AUS,6,2003,-34.856739,149.535466
GBIF,9090,E_AUS,7,2003,-35.576454,144.320411
GBIF,9092,E_AUS,7,2003,-35.589423,144.238191
GBIF,9094,E_AUS,7,2003,-35.661514,144.434598
GBIF,9096,E_AUS,7,2003,-36.027609,144.797115
GBIF,9098,E_AUS,7,2003,-35.906454,144.607431
GBIF,9100,E_AUS,7,2003,-35.610362,145.001072
GBIF,9102,E_AUS,7,2003,-36.084376,144.683787
GBIF,9104,E_AUS,7,2003,-35.903312,144.607659
GBIF,9106,E_AUS,7,2003,-35.174653,144.005828
GBIF,9108,E_AUS,7,2003,-35.679378,145.41515
GBIF,9110,E_AUS,7,2003,-35.470663,144.942352
GBIF,9112,E_AUS,7,2003,-35.266782,144.521411
GBIF,9114,E_AUS,7,2003,-35.245257,144.503068
GBIF,9116,E_AUS,7,2003,-35.345592,144.848794
GBIF,9118,E_AUS,7,2003,-35.379055,144.771231
GBIF,9120,E_AUS,7,2003,-35.434444,144.705997
GBIF,9122,E_AUS,7,2003,-31.077162,149.720635
GBIF,9128,E_AUS,7,2003,-35.03348,149.748587
GBIF,9130,E_AUS,7,2003,-35.075618,149.721076
GBIF,9132,E_AUS,7,2003,-34.940966,149.24421
GBIF,9134,E_AUS,7,2003,-38.188,144.71
GBIF,9136,E_AUS,7,2003,-37.6436,145.3986
GBIF,9138,E_AUS,7,2003,-37.521,145.103
GBIF,9140,E_AUS,7,2003,-37.9441,144.9988
GBIF,9142,E_AUS,7,2003,-37.945,144.998
GBIF,9144,E_AUS,7,2003,-37.9461,144.9975
GBIF,9146,E_AUS,7,2003,-37.9469,144.9969
GBIF,9148,E_AUS,7,2003,-37.9819,145.0247
GBIF,9150,E_AUS,7,2003,-37.9813,145.0272
GBIF,9152,E_AUS,7,2003,-37.9825,145.0258
GBIF,9154,E_AUS,7,2003,-37.9825,145.0266
GBIF,9156,E_AUS,7,2003,-37.9819,145.0288
GBIF,9159,E_AUS,7,2003,-37.6437,145.3985
GBIF,9161,E_AUS,7,2003,-38.2445,143.1577
GBIF,9163,E_AUS,7,2003,-37.4905,143.6687
GBIF,9165,E_AUS,8,2003,-33.712189,150.918379
GBIF,9167,E_AUS,8,2003,-33.937936,150.926962
GBIF,9169,E_AUS,8,2003,-35.596572,144.580529
GBIF,9171,E_AUS,8,2003,-35.588013,144.503486
GBIF,9173,E_AUS,8,2003,-35.736508,144.930423
GBIF,9175,E_AUS,8,2003,-35.799865,144.925438
GBIF,9177,E_AUS,8,2003,-35.741153,144.923812
GBIF,9179,E_AUS,8,2003,-35.760495,144.708291
GBIF,9181,E_AUS,8,2003,-35.774728,144.932452
GBIF,9183,E_AUS,8,2003,-35.740929,144.568039
GBIF,9185,E_AUS,8,2003,-35.533909,144.983859
GBIF,9187,E_AUS,8,2003,-35.511267,144.66667
GBIF,9189,E_AUS,8,2003,-35.640551,144.897839
GBIF,9191,E_AUS,8,2003,-35.791602,145.074002
GBIF,9193,E_AUS,8,2003,-35.654515,145.227795
GBIF,9195,E_AUS,8,2003,-35.599741,145.40193
GBIF,9197,E_AUS,8,2003,-35.710546,145.31128
GBIF,9199,E_AUS,8,2003,-35.778972,145.026206
GBIF,9201,E_AUS,8,2003,-35.600208,145.179444
GBIF,9203,E_AUS,8,2003,-35.725095,145.123816
GBIF,9205,E_AUS,8,2003,-35.709491,145.126227
GBIF,9207,E_AUS,8,2003,-35.829571,145.15676
GBIF,9209,E_AUS,8,2003,-35.822489,145.40932
GBIF,9211,E_AUS,8,2003,-35.651016,145.227663
GBIF,9213,E_AUS,8,2003,-35.265197,144.828587
GBIF,9215,E_AUS,8,2003,-35.33168,144.840065
GBIF,9217,E_AUS,8,2003,-35.29424,144.828427
GBIF,9219,E_AUS,8,2003,-35.334507,144.848967
GBIF,9221,E_AUS,8,2003,-35.496674,144.953131
GBIF,9237,E_AUS,8,2003,-34.6413,138.886
GBIF,9239,E_AUS,8,2003,-35.30581,138.77125
GBIF,9241,E_AUS,8,2003,-35.30642,138.76635
GBIF,9243,E_AUS,8,2003,-35.30121,138.76708
GBIF,9245,E_AUS,8,2003,-35.30529,138.76924
GBIF,9247,E_AUS,8,2003,-37.558,141.363
GBIF,9249,E_AUS,8,2003,-37.6177,145.0588
GBIF,9251,E_AUS,8,2003,-37.8627,144.7469
GBIF,9253,E_AUS,8,2003,-37.6005,144.9438
GBIF,9255,E_AUS,8,2003,-37.9216,144.9863
GBIF,9257,E_AUS,8,2003,-37.9247,144.9858
GBIF,9259,E_AUS,8,2003,-37.9241,144.9858
GBIF,9262,E_AUS,8,2003,-37.9469,144.9961
GBIF,9264,E_AUS,8,2003,-37.948,144.998
GBIF,9266,E_AUS,8,2003,-37.9483,144.9963
GBIF,9268,E_AUS,8,2003,-37.9486,144.9972
GBIF,9270,E_AUS,8,2003,-37.9488,144.9966
GBIF,9272,E_AUS,8,2003,-37.9488,144.9969
GBIF,9274,E_AUS,8,2003,-37.9494,144.9986
GBIF,9276,E_AUS,8,2003,-37.9541,145.0052
GBIF,9278,E_AUS,8,2003,-37.9555,145.0066
GBIF,9280,E_AUS,8,2003,-37.9563,145.0072
GBIF,9282,E_AUS,8,2003,-37.9644,145.0111
GBIF,9284,E_AUS,8,2003,-37.9702,145.0116
GBIF,9286,E_AUS,8,2003,-37.9891,145.0458
GBIF,9288,E_AUS,8,2003,-37.9891,145.0463
GBIF,9290,E_AUS,8,2003,-37.9869,145.0508
GBIF,9292,E_AUS,8,2003,-38.3192,143.2138
GBIF,9294,E_AUS,8,2003,-37.6655,143.8314
GBIF,9296,E_AUS,8,2003,-37.7083,145.0672
GBIF,9298,E_AUS,8,2003,-37.7377,144.7805
GBIF,9300,E_AUS,8,2003,-37.6141,145.0611
GBIF,9302,E_AUS,8,2003,-27.265766,152.069138
GBIF,9306,W_AUS,8,2003,-27.566806,114.700028
GBIF,9309,E_AUS,9,2003,-33.77774,150.961389
GBIF,9311,E_AUS,9,2003,-33.085393,145.876153
GBIF,9313,E_AUS,9,2003,-34.239264,144.37295
GBIF,9315,E_AUS,9,2003,-35.709589,145.251855
GBIF,9317,E_AUS,9,2003,-35.814721,145.375153
GBIF,9319,E_AUS,9,2003,-35.727151,145.313163
GBIF,9321,E_AUS,9,2003,-35.716311,145.35059
GBIF,9323,E_AUS,9,2003,-35.724549,145.378988
GBIF,9325,E_AUS,9,2003,-35.694342,145.385225
GBIF,9327,E_AUS,9,2003,-35.666128,145.043383
GBIF,9329,E_AUS,9,2003,-35.832082,145.374378
GBIF,9331,E_AUS,9,2003,-35.012537,144.904171
GBIF,9333,E_AUS,9,2003,-35.04505,144.975505
GBIF,9335,E_AUS,9,2003,-35.057784,144.941487
GBIF,9337,E_AUS,9,2003,-35.032496,144.767227
GBIF,9339,E_AUS,9,2003,-35.049694,144.775397
GBIF,9341,E_AUS,9,2003,-35.250272,144.826282
GBIF,9343,E_AUS,9,2003,-35.440964,144.91222
GBIF,9345,E_AUS,9,2003,-31.473833,149.022709
GBIF,9352,E_AUS,9,2003,-33.47779,135.89868
GBIF,9354,E_AUS,9,2003,-35.037299,138.596917
GBIF,9356,E_AUS,9,2003,-35.014239,138.60878
GBIF,9358,E_AUS,9,2003,-35.030322,138.598698
GBIF,9360,E_AUS,9,2003,-35.037475,138.596968
GBIF,9362,E_AUS,9,2003,-35.026599,138.633502
GBIF,9364,E_AUS,9,2003,-35.03699,138.599467
GBIF,9366,E_AUS,9,2003,-35.029748,138.65014
GBIF,9368,E_AUS,9,2003,-35.031898,138.638192
GBIF,9370,E_AUS,9,2003,-34.999776,138.651984
GBIF,9372,E_AUS,9,2003,-34.569253,139.758153
GBIF,9374,E_AUS,9,2003,-34.577546,139.758609
GBIF,9376,E_AUS,9,2003,-34.572011,139.758139
GBIF,9378,E_AUS,9,2003,-34.577586,139.75839
GBIF,9380,E_AUS,9,2003,-34.545083,139.758415
GBIF,9382,E_AUS,9,2003,-34.988957,138.671183
GBIF,9384,E_AUS,9,2003,-34.549181,139.758427
GBIF,9386,E_AUS,9,2003,-34.607549,140.025932
GBIF,9388,E_AUS,9,2003,-34.609813,139.86704
GBIF,9390,E_AUS,9,2003,-34.587742,139.758585
GBIF,9392,E_AUS,9,2003,-34.587742,139.758366
GBIF,9394,E_AUS,9,2003,-34.573489,139.917192
GBIF,9396,E_AUS,9,2003,-34.59063,139.758371
GBIF,9398,E_AUS,9,2003,-34.571021,139.917187
GBIF,9400,E_AUS,9,2003,-35.0168,138.603231
GBIF,9402,E_AUS,9,2003,-34.553782,139.758216
GBIF,9404,E_AUS,9,2003,-34.561087,139.758414
GBIF,9406,E_AUS,9,2003,-34.548443,139.917359
GBIF,9408,E_AUS,9,2003,-34.564563,139.917174
GBIF,9410,E_AUS,9,2003,-34.558426,139.758209
GBIF,9412,E_AUS,9,2003,-34.576463,139.915299
GBIF,9414,E_AUS,9,2003,-34.539464,139.91734
GBIF,9416,E_AUS,9,2003,-34.609958,139.869808
GBIF,9418,E_AUS,9,2003,-34.575238,139.968744
GBIF,9420,E_AUS,9,2003,-34.571021,139.917405
GBIF,9422,E_AUS,9,2003,-34.575058,139.968745
GBIF,9424,E_AUS,9,2003,-34.609674,139.8669
GBIF,9426,E_AUS,9,2003,-34.536261,139.917115
GBIF,9428,E_AUS,9,2003,-34.484047,139.917622
GBIF,9430,E_AUS,9,2003,-34.474348,139.917654
GBIF,9432,E_AUS,9,2003,-34.441877,139.917494
GBIF,9434,E_AUS,9,2003,-34.195815,140.002709
GBIF,9436,E_AUS,9,2003,-34.455069,139.917339
GBIF,9438,E_AUS,9,2003,-34.195816,140.002927
GBIF,9440,E_AUS,9,2003,-34.438546,140.075044
GBIF,9442,E_AUS,9,2003,-34.526501,139.799319
GBIF,9444,E_AUS,9,2003,-34.625358,140.582264
GBIF,9446,E_AUS,9,2003,-34.422702,139.761131
GBIF,9448,E_AUS,9,2003,-34.665207,140.729598
GBIF,9450,E_AUS,9,2003,-34.601837,140.727017
GBIF,9452,E_AUS,9,2003,-34.673492,140.729331
GBIF,9454,E_AUS,9,2003,-34.583732,140.729968
GBIF,9456,E_AUS,9,2003,-34.641357,140.729006
GBIF,9458,E_AUS,9,2003,-34.601813,140.726801
GBIF,9460,E_AUS,9,2003,-34.665205,140.729377
GBIF,9462,E_AUS,9,2003,-34.625947,140.59222
GBIF,9464,E_AUS,9,2003,-34.692897,140.729307
GBIF,9466,E_AUS,9,2003,-34.625946,140.602243
GBIF,9468,E_AUS,9,2003,-34.706755,140.932702
GBIF,9470,E_AUS,9,2003,-34.663716,140.765686
GBIF,9472,E_AUS,9,2003,-34.676664,140.765733
