source,ID,country,month,year,lat,lon
GBIF,15605,E_AUS,10,1994,-36.1027,142.9977
GBIF,15607,E_AUS,10,1994,-36.0408,142.8108
GBIF,15609,E_AUS,10,1994,-36.0861,142.9216
GBIF,15611,E_AUS,10,1994,-36.0286,145.0325
GBIF,15613,E_AUS,10,1994,-38.0866,145.2022
GBIF,15615,W_AUS,10,1994,-31.619902,119.554211
GBIF,15617,E_AUS,10,1994,-34.146667,139.166667
GBIF,15619,W_AUS,10,1994,-32.975,118.833333
GBIF,15621,E_AUS,11,1994,-38.0983,146.9763
GBIF,15623,E_AUS,11,1994,-37.654,144.828
GBIF,15625,E_AUS,11,1994,-37.6569,145.3733
GBIF,15630,E_AUS,12,1994,-37.49,143.67
GBIF,15632,E_AUS,12,1994,-37.3644,141.2683
GBIF,15634,E_AUS,12,1994,-41.811429,147.605717
GBIF,15636,E_AUS,12,1994,-42.686322,147.267475
GBIF,14981,E_AUS,1,1995,-33.21218,141.162263
GBIF,14983,E_AUS,1,1995,-35.184464,149.023551
GBIF,14985,E_AUS,1,1995,-35.295383,149.152212
GBIF,14987,E_AUS,1,1995,-35.275055,149.204715
GBIF,14991,E_AUS,1,1995,-35.9983,143.0013
GBIF,14993,E_AUS,1,1995,-34.82952,138.80962
GBIF,14995,E_AUS,2,1995,-35.60338,138.55909
GBIF,14997,E_AUS,3,1995,-32.338962,150.343559
GBIF,14999,E_AUS,3,1995,-34.01456,138.84083
GBIF,15004,E_AUS,4,1995,-37.2505,141.1861
GBIF,15006,E_AUS,5,1995,-36.0913,145.6627
GBIF,15008,E_AUS,5,1995,-36.1469,145.8186
GBIF,15011,E_AUS,5,1995,-36.2647,145.4194
GBIF,15013,E_AUS,5,1995,-41.307705,147.043149
GBIF,15015,E_AUS,5,1995,-42.889227,147.685961
GBIF,15018,E_AUS,6,1995,-34.732092,146.577399
GBIF,15020,E_AUS,6,1995,-34.391531,146.433346
GBIF,15022,E_AUS,6,1995,-34.461401,146.535218
GBIF,15024,E_AUS,6,1995,-34.365933,146.208402
GBIF,15026,E_AUS,6,1995,-34.728485,146.577418
GBIF,15028,E_AUS,6,1995,-34.636758,146.658622
GBIF,15030,E_AUS,6,1995,-34.222603,145.973073
GBIF,15032,E_AUS,6,1995,-37.7402,148.1547
GBIF,15034,E_AUS,6,1995,-36.4991,145.2233
GBIF,15036,E_AUS,6,1995,-41.315326,148.251035
GBIF,15040,E_AUS,7,1995,-35.105975,146.792739
GBIF,15042,E_AUS,7,1995,-34.750139,146.580585
GBIF,15044,E_AUS,7,1995,-34.969487,146.650674
GBIF,15046,E_AUS,7,1995,-34.494887,146.361849
GBIF,15048,E_AUS,7,1995,-38.1975,147.1613
GBIF,15050,E_AUS,7,1995,-38.1447,147.1405
GBIF,15052,E_AUS,7,1995,-37.7758,147.6522
GBIF,15054,E_AUS,8,1995,-34.265555,146.821981
GBIF,15056,E_AUS,8,1995,-34.469222,146.463309
GBIF,15058,E_AUS,8,1995,-34.800362,146.507086
GBIF,15060,E_AUS,8,1995,-34.447606,146.753014
GBIF,15062,E_AUS,8,1995,-34.72096,146.813365
GBIF,15064,E_AUS,8,1995,-34.445873,146.791119
GBIF,15066,E_AUS,8,1995,-34.656801,146.741481
GBIF,15068,E_AUS,8,1995,-34.731749,146.793679
GBIF,15070,E_AUS,8,1995,-34.201903,146.224049
GBIF,15072,E_AUS,8,1995,-34.460242,146.472077
GBIF,15074,E_AUS,8,1995,-34.411465,146.721564
GBIF,15076,E_AUS,8,1995,-34.45307,146.48192
GBIF,15078,E_AUS,8,1995,-34.242549,145.985862
GBIF,15080,E_AUS,8,1995,-34.394376,146.742291
GBIF,15082,E_AUS,8,1995,-36.044,143.025
GBIF,15084,E_AUS,8,1995,-36.1011,143.0011
GBIF,15086,E_AUS,8,1995,-36.0938,143.0019
GBIF,15088,E_AUS,8,1995,-36.0341,143.0602
GBIF,15090,W_AUS,8,1995,-30.159722,116.650833
GBIF,15092,E_AUS,9,1995,-35.033482,146.410311
GBIF,15094,E_AUS,9,1995,-35.298774,146.141128
GBIF,15096,E_AUS,9,1995,-35.281948,146.061034
GBIF,15098,E_AUS,9,1995,-35.364784,145.749675
GBIF,15100,E_AUS,9,1995,-35.157571,146.067956
GBIF,15102,E_AUS,9,1995,-35.029199,145.570655
GBIF,15104,E_AUS,9,1995,-35.108645,145.930258
GBIF,15106,E_AUS,9,1995,-35.188191,145.250481
GBIF,15109,E_AUS,9,1995,-34.482026,146.505699
GBIF,15111,E_AUS,9,1995,-34.076387,146.199185
GBIF,15113,E_AUS,9,1995,-34.071836,146.192725
GBIF,15115,E_AUS,9,1995,-34.485655,146.511123
GBIF,15117,E_AUS,9,1995,-35.671325,146.789076
GBIF,15119,E_AUS,9,1995,-35.631657,146.79139
GBIF,15121,E_AUS,9,1995,-35.538746,146.769568
GBIF,15123,E_AUS,9,1995,-34.70354,146.676911
GBIF,15125,E_AUS,9,1995,-35.21139,146.292567
GBIF,15127,E_AUS,9,1995,-33.980747,146.192505
GBIF,15129,E_AUS,9,1995,-33.988842,146.18918
GBIF,15131,E_AUS,9,1995,-34.189335,146.100447
GBIF,15133,E_AUS,9,1995,-34.095346,146.202258
GBIF,15135,E_AUS,9,1995,-34.570934,146.661072
GBIF,15137,E_AUS,9,1995,-34.096205,146.195746
GBIF,15139,E_AUS,9,1995,-34.16954,146.24062
GBIF,15141,E_AUS,9,1995,-36.26635,140.03615
GBIF,15143,E_AUS,9,1995,-36.20061,140.10369
GBIF,15145,E_AUS,9,1995,-37.75,143.69
GBIF,15147,E_AUS,9,1995,-37.79,143.71
GBIF,15149,E_AUS,9,1995,-37.75,143.71
GBIF,15152,E_AUS,9,1995,-37.76,143.75
GBIF,15155,E_AUS,9,1995,-37.77,143.77
GBIF,15157,E_AUS,9,1995,-37.77,143.76
GBIF,15159,E_AUS,9,1995,-37.75,143.77
GBIF,15162,E_AUS,9,1995,-37.76,143.77
GBIF,15164,E_AUS,9,1995,-35.445,142.865
GBIF,15166,E_AUS,9,1995,-35.1691,143.1055
GBIF,15168,E_AUS,9,1995,-35.4408,142.8294
GBIF,15170,E_AUS,9,1995,-35.1688,143.1055
GBIF,15172,E_AUS,9,1995,-35.61,143.93
GBIF,15174,E_AUS,9,1995,-36.1172,142.8325
GBIF,15176,E_AUS,9,1995,-36.0302,143.2833
GBIF,15178,E_AUS,9,1995,-35.8372,143.3375
GBIF,15180,E_AUS,9,1995,-37.8316,144.8791
GBIF,15182,E_AUS,9,1995,-36.4615,143.6793
GBIF,15184,E_AUS,9,1995,-36.5068,144.3468
GBIF,15186,E_AUS,9,1995,-36.5659,144.3249
GBIF,15188,E_AUS,9,1995,-36.888,142.359
GBIF,15190,E_AUS,9,1995,-38.1747,144.4027
GBIF,15192,E_AUS,9,1995,-38.1788,144.4533
GBIF,15194,W_AUS,9,1995,-30.707051,120.076449
GBIF,15196,E_AUS,10,1995,-35.527966,147.663047
GBIF,15198,E_AUS,10,1995,-35.241028,146.017544
GBIF,15200,E_AUS,10,1995,-35.367142,145.716617
GBIF,15202,E_AUS,10,1995,-35.369955,145.643923
GBIF,15204,E_AUS,10,1995,-35.313524,145.762565
GBIF,15206,E_AUS,10,1995,-35.16372,146.047023
GBIF,15208,E_AUS,10,1995,-35.1924,145.571096
GBIF,15210,E_AUS,10,1995,-35.102561,145.679088
GBIF,15212,E_AUS,10,1995,-35.136453,146.138446
GBIF,15214,E_AUS,10,1995,-35.174292,146.270925
GBIF,15216,E_AUS,10,1995,-35.026694,146.319375
GBIF,15218,E_AUS,10,1995,-35.335331,145.393644
GBIF,15220,E_AUS,10,1995,-35.038197,144.889759
GBIF,15222,E_AUS,10,1995,-35.368498,144.75903
GBIF,15224,E_AUS,10,1995,-35.143224,145.457799
GBIF,15226,E_AUS,10,1995,-34.622917,145.453313
GBIF,15228,E_AUS,10,1995,-34.614648,145.180813
GBIF,15230,E_AUS,10,1995,-35.125991,146.999029
GBIF,15232,E_AUS,10,1995,-30.999424,151.098182
GBIF,15237,E_AUS,10,1995,-34.517282,146.527281
GBIF,15239,E_AUS,10,1995,-33.968201,146.075723
GBIF,15241,E_AUS,10,1995,-34.405929,146.42672
GBIF,15243,E_AUS,10,1995,-33.982407,147.148449
GBIF,15245,E_AUS,10,1995,-34.444667,147.344113
GBIF,15247,E_AUS,10,1995,-34.49085,147.268061
GBIF,15249,E_AUS,10,1995,-33.198082,145.123788
GBIF,15251,E_AUS,10,1995,-34.55375,135.29931
GBIF,15253,E_AUS,10,1995,-34.04204,135.94155
GBIF,15255,E_AUS,10,1995,-34.2312,136.16057
GBIF,15257,E_AUS,10,1995,-34.23437,136.14664
GBIF,15259,E_AUS,10,1995,-34.13457,135.94997
GBIF,15261,E_AUS,10,1995,-34.05468,135.91645
GBIF,15263,E_AUS,10,1995,-34.10962,135.82539
GBIF,15265,E_AUS,10,1995,-34.16152,135.98416
GBIF,15267,E_AUS,10,1995,-34.05347,135.77854
GBIF,15269,E_AUS,10,1995,-34.34076,135.37652
GBIF,15271,E_AUS,10,1995,-34.44273,135.49604
GBIF,15273,E_AUS,10,1995,-34.42494,135.46595
GBIF,15275,E_AUS,10,1995,-34.25055,135.61537
GBIF,15277,E_AUS,10,1995,-34.41151,135.65202
GBIF,15279,E_AUS,10,1995,-34.37638,135.57131
GBIF,15281,E_AUS,10,1995,-34.35941,135.54949
GBIF,15283,E_AUS,10,1995,-34.3267,135.97441
GBIF,15285,E_AUS,10,1995,-34.37614,135.77878
GBIF,15287,E_AUS,10,1995,-34.38525,135.9223
GBIF,15289,E_AUS,10,1995,-34.36283,135.80591
GBIF,15291,E_AUS,10,1995,-34.38796,135.89659
GBIF,15293,E_AUS,10,1995,-34.29432,135.77982
GBIF,15295,E_AUS,10,1995,-34.00944,136.25961
GBIF,15297,E_AUS,10,1995,-34.17874,136.32298
GBIF,15299,E_AUS,10,1995,-34.89029,135.64908
GBIF,15301,E_AUS,10,1995,-34.27945,136.05314
GBIF,15303,E_AUS,10,1995,-34.29082,136.11479
GBIF,15305,E_AUS,10,1995,-34.30676,136.09932
GBIF,15307,E_AUS,10,1995,-34.53895,135.71451
GBIF,15309,E_AUS,10,1995,-34.13695,135.56604
GBIF,15311,E_AUS,10,1995,-34.19097,135.71915
GBIF,15313,E_AUS,10,1995,-32.46567,138.07553
GBIF,15315,E_AUS,10,1995,-33.63688,138.92739
GBIF,15317,E_AUS,10,1995,-35.367432,149.201591
GBIF,15319,E_AUS,10,1995,-35.284492,149.43681
GBIF,15321,E_AUS,10,1995,-37.73,143.73
GBIF,15327,E_AUS,10,1995,-35.823,143.541
GBIF,15329,E_AUS,10,1995,-35.6011,143.7622
GBIF,15331,E_AUS,10,1995,-35.5686,143.7611
GBIF,15333,E_AUS,10,1995,-35.8016,143.6119
GBIF,15335,E_AUS,10,1995,-35.835,143.529
GBIF,15337,E_AUS,10,1995,-36.0425,142.9338
GBIF,15339,E_AUS,10,1995,-35.9502,142.8997
GBIF,15341,E_AUS,10,1995,-36.0911,142.8275
GBIF,15343,E_AUS,10,1995,-35.9791,143.1111
GBIF,15345,E_AUS,10,1995,-36.0655,143.2766
GBIF,15347,E_AUS,10,1995,-36.15,143.23
GBIF,15349,E_AUS,10,1995,-37.8558,143.9305
GBIF,15351,E_AUS,10,1995,-35.8758,142.8813
GBIF,15353,E_AUS,10,1995,-35.7347,143.7436
GBIF,15355,E_AUS,10,1995,-36.9904,142.6424
GBIF,15357,E_AUS,10,1995,-36.735,144.479
GBIF,15359,E_AUS,10,1995,-35.4455,141.9986
GBIF,15361,E_AUS,10,1995,-36.9258,142.3622
GBIF,15363,E_AUS,10,1995,-42.134126,148.064954
GBIF,15365,E_AUS,10,1995,-41.488531,147.232542
GBIF,15367,E_AUS,10,1995,-40.436434,144.850808
GBIF,15369,E_AUS,10,1995,-40.441907,144.840875
GBIF,15371,E_AUS,10,1995,-34.180278,136.321667
GBIF,15373,E_AUS,10,1995,-34.3775,135.7775
GBIF,15375,E_AUS,10,1995,-34.152778,135.910556
GBIF,15377,E_AUS,10,1995,-34.426389,135.464444
GBIF,15379,W_AUS,10,1995,-32.414297,119.534256
GBIF,15381,W_AUS,10,1995,-32.116667,115.65
GBIF,15383,E_AUS,10,1995,-34.203889,136.270833
GBIF,15385,E_AUS,10,1995,-34.891667,135.647778
GBIF,15387,E_AUS,10,1995,-34.540278,135.713056
GBIF,15389,E_AUS,10,1995,-34.96145,138.80697
GBIF,15391,E_AUS,11,1995,-34.536701,146.429109
GBIF,15393,E_AUS,11,1995,-34.186127,146.300157
GBIF,15395,E_AUS,11,1995,-34.95066,146.269626
GBIF,15397,E_AUS,11,1995,-34.026914,146.219147
GBIF,15402,E_AUS,11,1995,-35.251955,149.485286
GBIF,15404,E_AUS,11,1995,-35.733,143.685
GBIF,15406,E_AUS,11,1995,-35.6761,143.5913
GBIF,15408,E_AUS,11,1995,-35.7813,143.1236
GBIF,15410,E_AUS,11,1995,-36.1094,143.3311
GBIF,15412,E_AUS,11,1995,-36.0938,143.3386
GBIF,15414,E_AUS,11,1995,-36.3572,142.6988
GBIF,15416,E_AUS,11,1995,-36.0847,143.3502
GBIF,15418,E_AUS,11,1995,-35.7013,143.3655
GBIF,15420,E_AUS,11,1995,-35.7997,143.5377
GBIF,15422,E_AUS,11,1995,-38.1541,145.1088
GBIF,15424,E_AUS,11,1995,-36.7594,145.5102
GBIF,15426,E_AUS,11,1995,-36.9263,142.3858
GBIF,15428,E_AUS,11,1995,-37.7344,145.0997
GBIF,15430,E_AUS,11,1995,-38.2747,144.7672
GBIF,15436,E_AUS,11,1995,-42.740998,147.165694
GBIF,15438,E_AUS,11,1995,-42.786107,147.092761
GBIF,15440,E_AUS,11,1995,-42.727371,147.23345
GBIF,15442,E_AUS,11,1995,-42.784763,147.084507
GBIF,15444,E_AUS,11,1995,-42.726115,147.181533
GBIF,15446,E_AUS,12,1995,-33.316107,149.794025
GBIF,15448,E_AUS,12,1995,-36.36081,140.80753
GBIF,15450,E_AUS,12,1995,-36.43884,140.8326
GBIF,15452,E_AUS,12,1995,-36.35023,140.87862
GBIF,15454,E_AUS,12,1995,-36.29927,140.8698
GBIF,15456,E_AUS,12,1995,-35.7602,143.6161
GBIF,15458,E_AUS,12,1995,-35.765,143.595
GBIF,15460,E_AUS,12,1995,-36.3033,142.6108
GBIF,15462,E_AUS,12,1995,-37.678,145.096
GBIF,15464,E_AUS,12,1995,-37.6883,145.1752
GBIF,15466,E_AUS,12,1995,-36.3316,145.3513
GBIF,15468,E_AUS,12,1995,-36.4316,145.4347
GBIF,15470,E_AUS,12,1995,-41.167285,145.992265
GBIF,14593,E_AUS,1,1996,-33.391428,149.771704
GBIF,14595,E_AUS,1,1996,-35.8972,143.4433
GBIF,14597,E_AUS,1,1996,-38.198,146.518
GBIF,14599,E_AUS,2,1996,-36.064596,146.927965
GBIF,14601,E_AUS,2,1996,-35.284492,149.43681
GBIF,14603,E_AUS,3,1996,-37.715,145.301
GBIF,14606,E_AUS,3,1996,-35.54015,138.62091
GBIF,14609,E_AUS,4,1996,-31.98953,132.14875
GBIF,14611,E_AUS,4,1996,-37.7522,144.8458
GBIF,14616,E_AUS,5,1996,-35.4411,142.8294
GBIF,14618,E_AUS,5,1996,-35.4408,142.8294
GBIF,14620,E_AUS,5,1996,-35.9336,143.4291
GBIF,14622,E_AUS,5,1996,-37.679,145.115
GBIF,14625,E_AUS,5,1996,-37.9841,146.7269
GBIF,14627,E_AUS,5,1996,-42.615802,147.367155
GBIF,14629,E_AUS,5,1996,-35.50929,138.85962
GBIF,14631,E_AUS,6,1996,-37.641,145.105
GBIF,14633,E_AUS,6,1996,-36.1855,145.1608
GBIF,14635,E_AUS,7,1996,-34.1695,146.23411
GBIF,14637,E_AUS,7,1996,-37.9272,144.6322
GBIF,14639,W_AUS,7,1996,-28.803468,116.025322
GBIF,14641,E_AUS,8,1996,-33.215396,146.421733
GBIF,14643,E_AUS,8,1996,-33.260808,146.493367
GBIF,14645,E_AUS,8,1996,-34.189854,145.840006
GBIF,14647,E_AUS,8,1996,-33.7839,136.88371
GBIF,14649,E_AUS,8,1996,-37.7044,144.8005
GBIF,14651,E_AUS,8,1996,-39.0319,146.3175
GBIF,14653,E_AUS,8,1996,-39.0333,146.3277
GBIF,14655,E_AUS,8,1996,-39.0333,146.3197
GBIF,14657,E_AUS,8,1996,-36.193,145.233
GBIF,14659,E_AUS,8,1996,-37.747,144.598
GBIF,14661,E_AUS,8,1996,-37.7383,144.6094
GBIF,14663,E_AUS,8,1996,-37.7458,144.6019
GBIF,14665,E_AUS,8,1996,-42.763664,147.309362
GBIF,14667,E_AUS,8,1996,-27.656873,152.909128
GBIF,14669,W_AUS,8,1996,-27.79,114.466944
GBIF,14671,W_AUS,8,1996,-28.191526,115.252537
GBIF,14673,E_AUS,9,1996,-33.784232,151.281105
GBIF,14675,E_AUS,9,1996,-33.746554,142.266277
GBIF,14677,E_AUS,9,1996,-34.176082,146.278539
GBIF,14679,E_AUS,9,1996,-34.09357,146.206611
GBIF,14681,E_AUS,9,1996,-33.960418,146.121264
GBIF,14683,E_AUS,9,1996,-34.190555,146.286012
GBIF,14685,E_AUS,9,1996,-34.027641,146.192061
GBIF,14687,E_AUS,9,1996,-34.021349,146.19537
GBIF,14689,E_AUS,9,1996,-34.135933,146.202961
GBIF,14691,E_AUS,9,1996,-34.094021,146.206607
GBIF,14694,E_AUS,9,1996,-34.021797,146.194824
GBIF,14697,E_AUS,9,1996,-33.74655,142.266283
GBIF,14699,E_AUS,9,1996,-33.93441,138.95234
GBIF,14701,E_AUS,9,1996,-35.70178,136.783
GBIF,14703,E_AUS,9,1996,-35.69384,136.85131
GBIF,14705,E_AUS,9,1996,-35.56485,137.61872
GBIF,14707,E_AUS,9,1996,-35.58924,137.41754
GBIF,14709,E_AUS,9,1996,-35.57098,137.63096
GBIF,14711,E_AUS,9,1996,-35.58707,137.30961
GBIF,14713,E_AUS,9,1996,-35.052932,147.903271
GBIF,14715,E_AUS,9,1996,-36.2897,145.6727
GBIF,14717,E_AUS,9,1996,-36.2725,143.8013
GBIF,14719,E_AUS,9,1996,-36.287,143.735
GBIF,14721,E_AUS,9,1996,-36.2883,143.7016
GBIF,14723,E_AUS,9,1996,-36.4302,144.1736
GBIF,14725,E_AUS,9,1996,-36.7408,144.5116
GBIF,14727,E_AUS,9,1996,-36.7027,144.5016
GBIF,14729,E_AUS,9,1996,-36.7938,144.2605
GBIF,14731,E_AUS,9,1996,-36.8069,144.2466
GBIF,14733,E_AUS,9,1996,-36.7177,144.2425
GBIF,14735,E_AUS,9,1996,-36.7194,144.2369
GBIF,14737,E_AUS,9,1996,-35.6188,142.0183
GBIF,14739,E_AUS,9,1996,-36.2458,144.2636
GBIF,14741,E_AUS,9,1996,-37.8477,144.8986
GBIF,14743,E_AUS,9,1996,-38.4172,147.0861
GBIF,14745,E_AUS,9,1996,-36.213,145.195
GBIF,14747,E_AUS,9,1996,-25.856762,148.576119
GBIF,14749,W_AUS,9,1996,-31.869528,116.10925
GBIF,14751,W_AUS,9,1996,-30.8331,116.9022
GBIF,14753,W_AUS,9,1996,-28.749009,117.292818
GBIF,14755,E_AUS,10,1996,-33.059665,148.394242
GBIF,14757,E_AUS,10,1996,-34.534873,146.423658
GBIF,14759,E_AUS,10,1996,-34.155078,146.235325
GBIF,14762,E_AUS,10,1996,-34.026914,146.219147
GBIF,14764,E_AUS,10,1996,-33.970647,146.165539
GBIF,14766,E_AUS,10,1996,-34.020297,146.172635
GBIF,14769,E_AUS,10,1996,-34.033192,146.213673
GBIF,14771,E_AUS,10,1996,-34.143225,146.214824
GBIF,14774,E_AUS,10,1996,-34.063691,146.188468
GBIF,14776,E_AUS,10,1996,-34.071778,146.184056
GBIF,14778,E_AUS,10,1996,-34.11701,146.205308
GBIF,14784,E_AUS,10,1996,-34.141435,146.21701
GBIF,14786,E_AUS,10,1996,-36.31851,140.02102
GBIF,14788,E_AUS,10,1996,-36.22661,140.14457
GBIF,14790,E_AUS,10,1996,-36.78017,139.861
GBIF,14792,E_AUS,10,1996,-32.32765,137.95814
GBIF,14794,E_AUS,10,1996,-32.72038,137.99116
GBIF,14796,E_AUS,10,1996,-32.48224,137.90246
GBIF,14798,E_AUS,10,1996,-32.80934,138.85854
GBIF,14800,E_AUS,10,1996,-32.59594,138.5301
GBIF,14802,E_AUS,10,1996,-32.72354,138.38055
GBIF,14804,E_AUS,10,1996,-32.24566,138.271
GBIF,14806,E_AUS,10,1996,-32.67652,138.50668
GBIF,14808,E_AUS,10,1996,-34.119905,147.925901
GBIF,14810,E_AUS,10,1996,-34.131284,147.682524
GBIF,14812,E_AUS,10,1996,-34.056144,147.604555
GBIF,14814,E_AUS,10,1996,-36.0572,145.5336
GBIF,14816,E_AUS,10,1996,-36.212,145.218
GBIF,14818,E_AUS,10,1996,-34.43,142.35
GBIF,14820,E_AUS,10,1996,-34.7583,142.3525
GBIF,14822,E_AUS,10,1996,-35.0436,143.2133
GBIF,14824,E_AUS,10,1996,-35.1683,143.1052
GBIF,14826,E_AUS,10,1996,-36.8811,143.8986
GBIF,14828,E_AUS,10,1996,-36.2261,143.8575
GBIF,14830,E_AUS,10,1996,-36.6213,143.9736
GBIF,14832,E_AUS,10,1996,-36.2452,144.0166
GBIF,14834,E_AUS,10,1996,-36.3388,144.0063
GBIF,14836,E_AUS,10,1996,-36.2719,143.9725
GBIF,14838,E_AUS,10,1996,-36.3783,144.0338
GBIF,14840,E_AUS,10,1996,-36.4183,143.6894
GBIF,14842,E_AUS,10,1996,-36.4075,143.6833
GBIF,14844,E_AUS,10,1996,-36.2275,143.5572
GBIF,14846,E_AUS,10,1996,-36.2244,143.6483
GBIF,14848,E_AUS,10,1996,-36.2258,143.7861
GBIF,14850,E_AUS,10,1996,-36.3825,143.7897
GBIF,14852,E_AUS,10,1996,-36.2144,143.6155
GBIF,14854,E_AUS,10,1996,-36.233,143.613
GBIF,14856,E_AUS,10,1996,-36.4802,143.7027
GBIF,14858,E_AUS,10,1996,-36.0109,145.1334
GBIF,14861,E_AUS,10,1996,-36.7186,144.4866
GBIF,14863,E_AUS,10,1996,-36.1088,144.7405
GBIF,14865,E_AUS,10,1996,-37.9261,144.5958
GBIF,14867,E_AUS,10,1996,-38.2652,144.5238
GBIF,14869,E_AUS,10,1996,-36.0644,145.9608
GBIF,14871,E_AUS,10,1996,-36.333,146.069
GBIF,14873,E_AUS,10,1996,-36.0572,145.5269
GBIF,14875,E_AUS,10,1996,-36.7186,144.4944
GBIF,14877,E_AUS,10,1996,-37.8647,144.1841
GBIF,14879,E_AUS,10,1996,-37.8633,144.1861
GBIF,14884,E_AUS,10,1996,-36.98633,149.90441
GBIF,14888,E_AUS,10,1996,-28.206741,152.00942
GBIF,14892,E_AUS,10,1996,-32.725,138.379167
GBIF,14894,W_AUS,10,1996,-32.563889,117.059167
GBIF,14896,E_AUS,10,1996,-32.678056,138.505278
GBIF,14898,E_AUS,10,1996,-32.247222,138.269722
GBIF,14900,E_AUS,10,1996,-32.307778,137.964167
GBIF,14902,E_AUS,11,1996,-34.115283,146.217251
GBIF,14904,E_AUS,11,1996,-34.001402,146.179315
GBIF,14906,E_AUS,11,1996,-34.019983,146.193216
GBIF,14908,E_AUS,11,1996,-34.27968,138.84942
GBIF,14910,E_AUS,11,1996,-34.35973,138.86944
GBIF,14912,E_AUS,11,1996,-34.48624,138.96403
GBIF,14914,E_AUS,11,1996,-34.39861,138.95101
GBIF,14916,E_AUS,11,1996,-34.46349,138.8503
GBIF,14918,E_AUS,11,1996,-34.67877,138.72325
GBIF,14920,E_AUS,11,1996,-34.67748,138.71866
GBIF,14922,E_AUS,11,1996,-34.1258,138.42975
GBIF,14924,E_AUS,11,1996,-33.83178,138.3036
GBIF,14926,E_AUS,11,1996,-33.99108,138.37004
GBIF,14928,E_AUS,11,1996,-34.28728,138.85007
GBIF,14930,E_AUS,11,1996,-34.56034,138.82242
GBIF,14932,E_AUS,11,1996,-34.54718,138.61899
GBIF,14934,E_AUS,11,1996,-35.45078,138.34189
GBIF,14936,E_AUS,11,1996,-36.5683,143.9347
GBIF,14938,E_AUS,11,1996,-36.5747,143.8947
GBIF,14940,E_AUS,11,1996,-36.2844,143.8605
GBIF,14942,E_AUS,11,1996,-36.7122,142.3847
GBIF,14944,E_AUS,11,1996,-36.2602,145.2827
GBIF,14946,E_AUS,11,1996,-36.2913,145.3063
GBIF,14948,E_AUS,11,1996,-36.324,145.318
GBIF,14950,E_AUS,11,1996,-37.2872,141.1769
GBIF,14952,E_AUS,11,1996,-37.2861,141.2152
GBIF,14954,E_AUS,11,1996,-37.793,144.743
GBIF,14956,E_AUS,11,1996,-34.548611,138.6175
GBIF,14958,W_AUS,11,1996,-31.832108,116.234813
GBIF,14961,W_AUS,11,1996,-31.735164,116.0662
GBIF,14963,E_AUS,11,1996,-34.53,138.999722
GBIF,14965,E_AUS,11,1996,-34.243889,138.317222
GBIF,14967,E_AUS,11,1996,-34.22286,138.83483
GBIF,14969,E_AUS,12,1996,-34.28138,139.17415
GBIF,14971,E_AUS,12,1996,-34.77697,138.9785
GBIF,14973,E_AUS,12,1996,-36.2638,143.8988
GBIF,14975,E_AUS,12,1996,-36.248,143.118
GBIF,14977,E_AUS,12,1996,-37.7705,144.7305
GBIF,14979,E_AUS,12,1996,-37.7719,142.2027
GBIF,14648,S_AFR,8,1996,-32.111658,18.303128
GBIF,14335,E_AUS,1,1997,-35.59276,138.10854
GBIF,14337,E_AUS,1,1997,-37.7141,145.1666
GBIF,14339,W_AUS,1,1997,-31.40306,117.76038
GBIF,14341,W_AUS,1,1997,-31.894854,116.625061
GBIF,14343,W_AUS,1,1997,-31.448144,117.775577
GBIF,14345,W_AUS,1,1997,-31.446227,117.780272
GBIF,14347,W_AUS,1,1997,-31.40131,117.76038
GBIF,14349,E_AUS,1,1997,-34.40262,150.22721
GBIF,14351,E_AUS,1,1997,-34.77795,138.76585
GBIF,14353,W_AUS,2,1997,-31.96298,117.93622
GBIF,14355,W_AUS,2,1997,-31.982891,118.413582
GBIF,14359,W_AUS,3,1997,-31.73123,117.78453
GBIF,14361,W_AUS,3,1997,-31.571891,118.072744
GBIF,14363,E_AUS,4,1997,-34.904091,149.440722
GBIF,14365,W_AUS,4,1997,-32.040179,117.522975
GBIF,14367,E_AUS,5,1997,-36.6816,145.2513
GBIF,14369,W_AUS,5,1997,-31.978152,117.488864
GBIF,14372,W_AUS,5,1997,-32.087955,117.694503
GBIF,14375,E_AUS,6,1997,-34.45307,146.48192
GBIF,14377,E_AUS,6,1997,-38.8744,145.9313
GBIF,14379,E_AUS,6,1997,-34.62067,140.62082
GBIF,14381,E_AUS,7,1997,-34.440714,146.1979
GBIF,14383,E_AUS,7,1997,-38.1711,145.9683
GBIF,14385,E_AUS,8,1997,-34.471033,146.026659
GBIF,14387,E_AUS,8,1997,-38.0122,145.1444
GBIF,14389,E_AUS,8,1997,-37.6766,145.1116
GBIF,14391,E_AUS,8,1997,-37.6772,145.1116
GBIF,14393,E_AUS,8,1997,-37.7408,145.3775
GBIF,14395,W_AUS,8,1997,-32.809582,116.891156
GBIF,14397,W_AUS,8,1997,-32.745217,117.165876
GBIF,14399,W_AUS,8,1997,-32.541155,117.623927
GBIF,14401,W_AUS,8,1997,-32.75197,116.94679
GBIF,14403,W_AUS,8,1997,-32.732914,116.950044
GBIF,14405,W_AUS,8,1997,-32.91402,117.62074
GBIF,14407,W_AUS,8,1997,-32.916714,117.617377
GBIF,14409,W_AUS,8,1997,-33.144861,117.055106
GBIF,14411,W_AUS,8,1997,-32.527214,117.313789
GBIF,14413,W_AUS,8,1997,-32.912323,117.806127
